label1,label2,r1,r2,r3,r4,r1p,r2p,r3p,r4p
95.0,95.0,217.0,27.0,122.0,95.0,225.72055,3.6043332,114.667656,111.04707
101.0,101.0,208.0,6.0,107.0,101.0,212.89159,20.428541,116.66564,96.22632
102.0,102.0,211.0,7.0,109.0,102.0,222.84572,3.304599,113.07701,109.7708
99.0,99.0,217.5,19.5,118.5,99.0,232.66241,0.52333,116.58846,116.04608
95.0,95.0,215.0,25.0,120.0,95.0,207.36282,11.981897,109.67686,97.69318
132.0,132.0,239.0,25.0,132.0,107.0,219.06357,5.4757576,112.27509,106.78616
89.0,89.0,216.0,38.0,127.0,89.0,217.45483,7.899477,112.68441,104.76874
106.0,106.0,230.5,18.5,124.5,106.0,229.7235,4.8143873,117.27385,112.45055
105.0,105.0,217.0,7.0,112.0,105.0,238.21152,12.603641,125.41292,112.79675
111.0,111.0,217.0,5.0,111.0,106.0,225.33836,2.7439034,114.043495,111.29402
79.0,79.0,191.0,33.0,112.0,79.0,223.19676,19.838074,121.5211,101.675064
127.0,127.0,204.0,50.0,127.0,77.0,218.26,5.8061457,112.03757,106.223236
103.5,103.5,207.5,0.5,104.0,103.5,218.83553,2.2352192,110.539406,108.29907
114.0,114.0,229.0,1.0,115.0,114.0,223.91673,2.2709801,113.09654,110.82065
72.0,72.0,185.0,41.0,113.0,72.0,243.30792,12.702987,128.01022,115.298096
126.0,126.0,247.5,4.5,126.0,121.5,244.69066,5.5096827,125.104454,119.5898
101.0,101.0,197.0,5.0,101.0,96.0,219.38547,12.136196,115.76296,103.62921
93.0,93.0,188.0,2.0,95.0,93.0,192.27727,5.9790287,99.12525,93.16522
130.0,130.0,247.0,13.0,130.0,117.0,246.99622,14.27195,130.64069,116.353584
100.0,100.0,200.0,0.0,100.0,100.0,221.22307,14.72285,117.97836,103.23913
109.0,109.0,150.0,68.0,109.0,41.0,230.49323,10.899614,120.70087,109.796585
110.0,110.0,224.0,4.0,114.0,110.0,230.61989,3.2565415,116.94222,113.6803
87.5,87.5,213.5,38.5,126.0,87.5,219.93442,17.02574,118.484886,101.44893
104.0,104.0,196.0,12.0,104.0,92.0,211.19719,4.3859034,107.79478,103.40257
115.0,115.0,208.0,22.0,115.0,93.0,247.44522,3.2862675,125.36609,122.08071
107.0,107.0,215.0,1.0,108.0,107.0,213.52708,12.606467,113.07188,100.45896
73.0,73.0,172.0,26.0,99.0,73.0,231.49803,8.427645,119.967995,111.52735
96.0,96.0,199.0,7.0,103.0,96.0,211.11873,16.976965,114.05252,97.0708
80.0,80.0,213.0,53.0,133.0,80.0,217.10857,6.740473,111.92934,105.1774
114.0,114.0,208.0,20.0,114.0,94.0,223.03282,3.4397519,113.239876,109.79277
72.0,72.0,186.0,42.0,114.0,72.0,230.6795,1.0996964,115.89607,114.785255
126.0,126.0,233.0,19.0,126.0,107.0,227.85976,12.091853,119.97966,107.88754
101.0,101.0,206.0,4.0,105.0,101.0,220.45238,10.745256,115.603424,104.85208
93.0,93.0,218.5,32.5,125.5,93.0,205.73576,8.487978,107.11377,98.62625
130.0,130.0,243.0,17.0,130.0,113.0,220.83798,12.96547,116.9061,103.93425
100.0,100.0,244.0,44.0,144.0,100.0,212.93744,6.9931154,109.97054,102.9668
109.0,109.0,215.0,3.0,109.0,106.0,219.83087,21.525354,120.68092,99.15597
110.0,110.0,230.0,10.0,120.0,110.0,231.25641,1.7214329,116.49269,114.764534
87.5,87.5,206.0,31.0,118.5,87.5,211.36287,9.022771,110.19736,101.16977
104.0,104.0,211.0,3.0,107.0,104.0,211.3867,3.8286688,107.61108,103.77496
115.0,115.0,240.0,10.0,125.0,115.0,225.36131,27.258032,126.31201,99.051926
107.0,107.0,197.0,17.0,107.0,90.0,210.23346,9.550628,109.89701,100.341644
73.0,73.0,181.5,35.5,108.5,73.0,222.93622,0.95649457,111.95244,110.981674
96.0,96.0,230.0,38.0,134.0,96.0,215.14238,21.082869,118.118126,97.02154
80.0,80.0,203.0,43.0,123.0,80.0,214.73169,4.687886,109.71366,105.0176
114.0,114.0,208.0,20.0,114.0,94.0,222.86159,3.87898,113.372734,109.49
72.0,72.0,182.0,38.0,110.0,72.0,234.90154,4.165826,119.538475,115.36413
126.0,126.0,265.0,13.0,139.0,126.0,238.8487,0.17682193,119.486855,119.245735
101.0,101.0,190.0,12.0,101.0,89.0,224.75467,6.3722105,115.56714,109.18918
93.0,93.0,208.0,22.0,115.0,93.0,211.15486,13.879717,112.52294,98.63408
130.0,130.0,230.0,30.0,130.0,100.0,225.36427,8.087145,116.73152,108.63358
100.0,100.0,213.0,13.0,113.0,100.0,222.6724,16.016321,119.34966,103.31611
109.0,109.0,220.0,2.0,111.0,109.0,234.1711,7.2295074,120.70464,113.46854
110.0,110.0,218.0,2.0,110.0,108.0,218.69255,16.090282,117.39486,101.30502
87.5,87.5,187.5,12.5,100.0,87.5,217.76065,15.203244,116.48732,101.27324
104.0,104.0,224.0,16.0,120.0,104.0,216.71529,1.2056439,108.96511,107.74605
115.0,115.0,223.5,6.5,115.0,108.5,234.99069,17.428627,126.21482,108.77874
107.0,107.0,211.0,3.0,107.0,104.0,207.36304,6.3922215,106.87998,100.48906
73.0,73.0,181.0,35.0,108.0,73.0,226.87149,3.5405514,115.211784,111.65558
96.0,96.0,193.0,1.0,97.0,96.0,207.92572,13.976548,110.955246,96.97509
80.0,80.0,200.0,40.0,120.0,80.0,204.27994,6.028717,105.153885,99.12995
114.0,114.0,227.0,1.0,114.0,113.0,220.76689,5.9748297,113.3739,107.395256
72.0,72.0,179.0,35.0,107.0,72.0,230.19722,0.25315973,115.20604,114.905655
126.0,126.0,252.0,0.0,126.0,126.0,229.54897,10.398019,119.97758,109.57549
101.0,101.0,196.0,6.0,101.0,95.0,226.83101,4.3338766,115.58567,111.24733
93.0,93.0,194.0,8.0,101.0,93.0,195.0481,3.0995753,99.070114,95.98891
130.0,130.0,232.0,28.0,130.0,102.0,229.8252,4.6499147,117.24199,112.58147
100.0,100.0,199.0,1.0,100.0,99.0,220.30463,13.955301,117.13461,103.166016
109.0,109.0,204.0,14.0,109.0,95.0,218.4504,22.962288,120.7081,97.7487
110.0,110.0,242.0,22.0,132.0,110.0,224.44067,10.421769,117.43625,107.010056
87.5,87.5,176.5,1.5,89.0,87.5,206.3065,3.9376748,105.123566,101.188614
104.0,104.0,210.0,2.0,106.0,104.0,225.16315,9.841358,117.508255,107.64761
115.0,115.0,220.0,10.0,115.0,105.0,238.67772,13.222026,125.954285,112.72836
107.0,107.0,218.0,4.0,111.0,107.0,214.6852,13.794539,114.24597,100.443016
73.0,73.0,152.0,6.0,79.0,73.0,213.21373,10.016719,111.61897,101.59866
96.0,96.0,223.0,31.0,127.0,96.0,209.50166,15.648498,112.579414,96.92416
80.0,80.0,183.5,23.5,103.5,80.0,213.37743,3.1747715,108.27902,105.098045
114.0,114.0,228.0,0.0,114.0,114.0,226.8872,0.87973714,113.88722,112.999725
72.0,72.0,144.0,0.0,72.0,72.0,231.55342,0.49892923,116.020164,115.50104
126.0,126.0,252.0,0.0,126.0,126.0,239.16216,0.109175906,119.60471,119.4245
101.0,101.0,202.0,0.0,101.0,101.0,231.32726,0.7169678,116.0258,115.30203
93.0,93.0,186.0,0.0,93.0,93.0,197.25362,0.42799684,98.83249,98.41646
130.0,130.0,260.0,0.0,130.0,130.0,232.97188,-0.18537404,116.34553,116.43653
100.0,100.0,200.0,0.0,100.0,100.0,206.57227,0.47533724,103.52214,103.0478
109.0,109.0,218.0,0.0,109.0,109.0,240.5274,-0.013386507,120.21758,120.14559
110.0,110.0,220.0,0.0,110.0,110.0,234.4566,-0.17379643,117.096,117.16968
87.5,87.5,175.0,0.0,87.5,87.5,202.37157,0.18153308,101.24595,101.066345
104.0,104.0,208.0,0.0,104.0,104.0,215.0027,0.35031816,107.67162,107.29051
115.0,115.0,230.0,0.0,115.0,115.0,250.8701,-0.04418065,125.36808,125.31807
107.0,107.0,214.0,0.0,107.0,107.0,201.19963,0.5589764,100.87619,100.332184
73.0,73.0,146.0,0.0,73.0,73.0,223.06781,0.6499779,111.863205,111.203735
96.0,96.0,192.0,0.0,96.0,96.0,194.0126,0.5656483,97.28324,96.74032
80.0,80.0,160.0,0.0,80.0,80.0,210.0685,0.24902461,105.14123,104.86955
114.0,114.0,242.0,14.0,128.0,114.0,225.32094,0.8927376,113.11054,112.21029
72.0,72.0,188.0,44.0,116.0,72.0,226.65303,4.5631704,115.61145,111.04518
126.0,126.0,229.0,23.0,126.0,103.0,227.70491,12.201859,119.957954,107.75115
101.0,101.0,201.0,1.0,101.0,100.0,227.03427,4.0882425,115.56425,111.470276
93.0,93.0,220.0,34.0,127.0,93.0,206.18944,9.22611,107.71062,98.48227
130.0,130.0,271.0,11.0,141.0,130.0,229.02269,4.1237,116.577644,112.44623
100.0,100.0,219.0,19.0,119.0,100.0,202.23451,3.6126502,102.92314,99.31963
109.0,109.0,198.0,20.0,109.0,89.0,223.40138,17.757565,120.58269,102.826256
110.0,110.0,216.0,4.0,110.0,106.0,224.14021,10.86767,117.50877,106.63687
87.5,87.5,183.5,8.5,96.0,87.5,201.47334,0.87981915,101.17427,100.30408
104.0,104.0,200.5,7.5,104.0,96.5,213.80745,1.3821919,107.59928,106.20737
115.0,115.0,193.0,37.0,115.0,78.0,229.82042,22.420137,126.123886,103.69957
107.0,107.0,204.0,10.0,107.0,97.0,204.88582,4.028042,104.45808,100.43484
73.0,73.0,162.0,16.0,89.0,73.0,223.35574,0.79027295,112.07833,111.27613
96.0,96.0,220.0,28.0,124.0,96.0,212.78448,18.648134,115.721855,97.064224
80.0,80.0,164.0,4.0,84.0,80.0,213.89714,3.9613965,108.93318,104.96396
114.0,114.0,202.0,26.0,114.0,88.0,229.2945,2.8153565,116.060036,113.23696
72.0,72.0,183.0,39.0,111.0,72.0,222.53413,9.373756,115.95676,106.584984
126.0,126.0,239.0,13.0,126.0,113.0,236.32452,3.4417775,119.885635,116.43852
101.0,101.0,197.5,4.5,101.0,96.5,227.71957,3.1566308,115.44057,112.27999
93.0,93.0,173.0,13.0,93.0,80.0,212.3835,15.238805,113.81596,98.56958
130.0,130.0,254.0,6.0,130.0,124.0,224.77557,8.749505,116.769226,108.00665
100.0,100.0,213.0,13.0,113.0,100.0,214.78159,8.498968,111.64558,103.13359
109.0,109.0,232.0,14.0,123.0,109.0,236.42879,4.52143,120.47725,115.95501
110.0,110.0,237.0,17.0,127.0,110.0,235.85336,1.3971817,118.62989,117.22412
87.5,87.5,219.5,44.5,132.0,87.5,217.67387,15.1769,116.43062,101.24435
104.0,104.0,218.0,10.0,114.0,104.0,223.69997,8.050688,115.88177,107.81034
115.0,115.0,225.0,5.0,115.0,110.0,233.78044,18.56477,126.177505,107.60583
107.0,107.0,185.0,29.0,107.0,78.0,207.46056,6.8958387,107.1811,100.28616
73.0,73.0,166.0,20.0,93.0,73.0,214.66895,8.484913,111.581055,103.09189
96.0,96.0,213.0,21.0,117.0,96.0,208.25148,14.38429,111.32221,96.93206
80.0,80.0,183.0,23.0,103.0,80.0,216.72571,6.7558994,111.74528,104.97988
114.0,114.0,221.0,7.0,114.0,107.0,224.72414,1.571542,113.15046,111.573715
72.0,72.0,170.0,26.0,98.0,72.0,221.32484,10.088279,115.71083,105.61824
126.0,126.0,228.0,24.0,126.0,102.0,232.58606,7.7676344,120.18174,112.404274
101.0,101.0,212.0,10.0,111.0,101.0,221.90523,9.673046,115.79165,106.11894
93.0,93.0,205.0,19.0,112.0,93.0,212.69695,15.407741,114.057205,98.63972
130.0,130.0,255.0,5.0,130.0,125.0,219.09834,14.705331,116.9061,102.194214
100.0,100.0,188.0,12.0,100.0,88.0,214.09293,7.9825478,111.04314,103.04892
109.0,109.0,222.0,4.0,113.0,109.0,239.67068,0.3626854,119.99861,119.594406
110.0,110.0,210.0,10.0,110.0,100.0,243.78416,10.300162,127.04684,116.736664
87.5,87.5,199.5,24.5,112.0,87.5,211.20876,8.816548,110.017235,101.194954
104.0,104.0,213.0,5.0,109.0,104.0,214.81078,0.47801325,107.647575,107.15036
115.0,115.0,232.0,2.0,117.0,115.0,247.26936,3.1946766,125.23264,122.03891
107.0,107.0,185.0,29.0,107.0,78.0,193.36453,9.180469,101.27119,92.10771
73.0,73.0,180.0,34.0,107.0,73.0,216.15529,6.85898,111.51165,104.6469
96.0,96.0,199.0,7.0,103.0,96.0,209.9735,15.696709,112.84028,97.1374
80.0,80.0,195.0,35.0,115.0,80.0,206.20152,3.8186476,105.00985,101.19537
114.0,114.0,243.0,15.0,129.0,114.0,220.88403,6.171708,113.53031,107.356766
72.0,72.0,166.0,22.0,94.0,72.0,212.69533,18.958542,115.82756,96.878395
126.0,126.0,227.0,25.0,126.0,101.0,231.34969,8.016706,119.68762,111.66557
101.0,101.0,206.0,4.0,105.0,101.0,237.00674,6.8532867,121.93581,115.07448
93.0,93.0,218.0,32.0,125.0,93.0,217.09027,19.843401,118.47186,98.61648
130.0,130.0,250.0,10.0,130.0,120.0,232.41444,0.84656453,116.63312,115.78065
100.0,100.0,197.0,3.0,100.0,97.0,217.85492,11.287861,114.578094,103.274
109.0,109.0,206.0,12.0,109.0,97.0,224.87651,16.52261,120.70274,104.1824
110.0,110.0,197.0,23.0,110.0,87.0,231.46948,2.760215,117.11886,114.350624
87.5,87.5,174.5,0.5,87.5,87.0,214.55623,12.122659,113.34419,101.2149
104.0,104.0,214.0,6.0,110.0,104.0,222.00214,6.4909153,114.25333,107.74171
115.0,115.0,227.0,3.0,115.0,112.0,238.96503,13.591855,126.282684,112.685684
107.0,107.0,206.0,8.0,107.0,99.0,212.31001,11.505921,111.913,100.40137
73.0,73.0,164.0,18.0,91.0,73.0,218.88559,3.915664,111.40558,107.48064
96.0,96.0,219.0,27.0,123.0,96.0,215.77927,21.839396,118.8164,96.96067
80.0,80.0,163.0,3.0,83.0,80.0,206.24516,3.451832,104.84992,101.39832
114.0,114.0,214.0,14.0,114.0,100.0,225.97592,0.6375153,113.30938,112.66604
72.0,72.0,163.0,19.0,91.0,72.0,228.29134,1.8805401,115.0888,113.2046
126.0,126.0,226.0,26.0,126.0,100.0,230.17924,9.578652,119.88288,110.300705
101.0,101.0,223.0,21.0,122.0,101.0,230.21152,0.6545365,115.434616,114.776886
93.0,93.0,200.0,14.0,107.0,93.0,215.19466,17.894745,116.54962,98.64369
130.0,130.0,239.0,21.0,130.0,109.0,226.08356,7.7710333,116.93207,109.15378
100.0,100.0,218.5,18.5,118.5,100.0,219.66763,13.282048,116.479675,103.18381
109.0,109.0,229.0,11.0,120.0,109.0,229.87111,11.325215,120.604004,109.26924
110.0,110.0,217.0,3.0,110.0,107.0,229.66145,4.2058744,116.93821,112.72512
87.5,87.5,214.5,39.5,127.0,87.5,213.83426,11.319134,112.58329,101.253784
104.0,104.0,228.5,20.5,124.5,104.0,219.91086,4.663183,112.29387,107.61192
115.0,115.0,227.0,3.0,115.0,112.0,250.43938,0.11979221,125.2394,125.04883
107.0,107.0,213.0,1.0,107.0,106.0,212.50479,11.570095,112.042404,100.467926
73.0,73.0,185.0,39.0,112.0,73.0,233.01857,10.302207,121.665405,111.34903
96.0,96.0,173.0,19.0,96.0,77.0,203.31117,9.524936,106.421005,96.89534
80.0,80.0,184.0,24.0,104.0,80.0,215.64325,5.695122,110.67369,104.969055
128.0,128.0,243.0,13.0,128.0,115.0,222.24881,1.2831528,111.76795,110.47888
116.0,116.0,229.0,3.0,116.0,113.0,238.80684,16.647871,127.73235,111.06961
103.0,103.0,224.5,18.5,121.5,103.0,233.20483,17.841,125.52612,107.67644
100.0,100.0,196.0,4.0,100.0,96.0,214.85585,8.149466,111.504265,103.35445
127.0,127.0,222.0,32.0,127.0,95.0,201.09373,14.723191,107.907646,93.19354
141.0,141.0,258.0,24.0,141.0,117.0,243.00076,18.518093,130.7656,112.232506
119.0,119.0,219.0,19.0,119.0,100.0,216.88515,18.974762,117.93465,98.946335
89.0,89.0,130.0,48.0,89.0,41.0,212.96231,7.6538982,110.31175,102.64991
106.0,106.0,220.0,8.0,114.0,106.0,219.89182,7.0155354,113.45889,106.42975
96.0,96.0,222.0,30.0,126.0,96.0,218.92207,18.14249,118.53756,100.385056
96.5,96.5,188.5,4.5,96.5,92.0,209.8529,2.9168065,106.38735,103.467926
78.0,78.0,171.0,15.0,93.0,78.0,225.82487,18.539055,122.187004,103.63574
97.0,97.0,205.0,11.0,108.0,97.0,216.86574,8.59573,112.735466,104.12924
89.0,89.0,188.0,10.0,99.0,89.0,231.8523,7.604663,119.73329,112.11572
124.0,124.0,227.0,21.0,124.0,103.0,228.83354,1.8820126,115.360535,113.473175
84.0,84.0,217.0,49.0,133.0,84.0,220.78914,2.6569188,111.72779,109.05865
128.0,128.0,222.0,34.0,128.0,94.0,221.37325,2.3379471,111.85849,109.51198
116.0,116.0,230.0,2.0,116.0,114.0,225.7085,5.064969,115.39442,110.310005
103.0,103.0,210.0,4.0,107.0,103.0,215.52684,0.572593,108.05188,107.47451
100.0,100.0,205.0,5.0,105.0,100.0,215.88943,6.7004366,111.299446,104.58992
127.0,127.0,252.5,1.5,127.0,125.5,214.33362,0.8832619,107.60901,106.72594
141.0,141.0,254.0,28.0,141.0,113.0,216.5027,8.727332,112.61897,103.88387
119.0,119.0,263.0,25.0,144.0,119.0,208.57693,11.107247,109.84656,98.7306
89.0,89.0,195.0,17.0,106.0,89.0,201.97964,3.3756287,102.677124,99.30791
106.0,106.0,226.0,14.0,120.0,106.0,220.55238,7.945342,114.25446,106.2959
96.0,96.0,214.5,22.5,118.5,96.0,210.47345,10.152725,110.31818,100.16113
96.5,96.5,203.5,10.5,107.0,96.5,210.06409,2.2879918,106.178696,103.88705
78.0,78.0,203.0,47.0,125.0,78.0,202.77803,4.802044,103.789246,98.99392
97.0,97.0,187.0,7.0,97.0,90.0,213.63419,5.19674,109.420044,104.215294
89.0,89.0,197.5,19.5,108.5,89.0,223.25027,0.9644959,112.112526,111.133156
124.0,124.0,258.0,10.0,134.0,124.0,233.35515,0.9856312,117.175446,116.17992
84.0,84.0,207.0,39.0,123.0,84.0,218.33463,0.538831,109.43939,108.89136
128.0,128.0,222.0,34.0,128.0,94.0,221.19522,2.7691262,111.983925,109.209656
116.0,116.0,226.0,6.0,116.0,110.0,230.10573,8.712824,119.415085,110.68469
103.0,103.0,242.0,36.0,139.0,103.0,227.2639,12.176318,119.72607,107.53453
100.0,100.0,189.0,11.0,100.0,89.0,220.14499,2.124511,111.13772,109.00522
127.0,127.0,242.0,12.0,127.0,115.0,219.62273,5.495431,112.56462,107.0611
141.0,141.0,241.0,41.0,141.0,100.0,221.0836,3.6196148,112.35665,108.72487
119.0,119.0,232.0,6.0,119.0,113.0,218.32408,20.393806,119.36364,98.955215
89.0,89.0,200.0,22.0,111.0,89.0,216.80125,11.311639,114.06157,102.73711
106.0,106.0,214.0,2.0,108.0,106.0,207.89062,5.89157,106.89194,101.00148
96.0,96.0,196.0,4.0,100.0,96.0,216.78491,16.256763,116.52666,100.25943
96.5,96.5,216.5,23.5,120.0,96.5,215.52254,2.8151066,109.17342,106.34559
78.0,78.0,186.5,30.5,108.5,78.0,212.71954,5.6245527,109.176186,103.54499
97.0,97.0,201.0,7.0,104.0,97.0,210.82787,1.9620965,106.39673,104.431915
89.0,89.0,197.0,19.0,108.0,89.0,227.17833,2.6112702,114.899956,112.27335
124.0,124.0,221.0,27.0,124.0,97.0,225.90863,5.5236063,115.72015,110.18918
84.0,84.0,204.0,36.0,120.0,84.0,208.0799,10.170808,109.12544,98.95604
128.0,128.0,241.0,15.0,128.0,113.0,219.11948,4.7602053,111.94213,107.176544
116.0,116.0,223.0,9.0,116.0,107.0,225.25668,4.2325506,114.75037,110.502205
103.0,103.0,229.0,23.0,126.0,103.0,217.43274,1.7597783,109.59964,107.831406
100.0,100.0,195.0,5.0,100.0,95.0,222.19647,0.3631756,111.27086,110.87625
127.0,127.0,228.0,26.0,127.0,101.0,203.92172,11.939946,107.92972,95.99843
141.0,141.0,243.0,39.0,141.0,102.0,225.68147,0.5486672,113.116905,112.55128
119.0,119.0,218.0,20.0,119.0,99.0,216.04298,18.14705,117.09902,98.94183
89.0,89.0,184.0,6.0,95.0,89.0,200.51889,4.3827066,102.44908,98.07638
106.0,106.0,238.0,26.0,132.0,106.0,213.46794,0.39091417,106.924385,106.51326
96.0,96.0,185.0,7.0,96.0,89.0,205.40088,5.3553343,105.38008,100.02821
96.5,96.5,202.5,9.5,106.0,96.5,223.88322,11.295307,117.5951,106.281425
78.0,78.0,183.0,27.0,105.0,78.0,216.4646,9.398618,112.93694,103.52789
97.0,97.0,208.0,14.0,111.0,97.0,218.06229,10.095597,114.084946,103.97679
89.0,89.0,168.0,10.0,89.0,79.0,213.57503,10.5811825,112.081345,101.495384
124.0,124.0,251.0,3.0,127.0,124.0,227.42622,4.1935015,115.81309,111.61282
84.0,84.0,187.5,19.5,103.5,84.0,217.02892,0.73246884,108.882416,108.1423
128.0,128.0,242.0,14.0,128.0,114.0,225.33167,0.8999131,113.1199,112.21205
116.0,116.0,188.0,44.0,116.0,72.0,226.6961,4.580554,115.64341,111.047226
103.0,103.0,229.0,23.0,126.0,103.0,227.70082,12.216025,119.964096,107.733246
100.0,100.0,201.0,1.0,101.0,100.0,227.05956,4.102929,115.586945,111.47098
127.0,127.0,220.0,34.0,127.0,93.0,206.12614,9.186687,107.65528,98.476265
141.0,141.0,271.0,11.0,141.0,130.0,229.03532,4.132594,116.58878,112.44297
119.0,119.0,219.0,19.0,119.0,100.0,202.29732,3.646025,102.97087,99.329094
89.0,89.0,198.0,20.0,109.0,89.0,223.43623,17.796877,120.62104,102.810104
106.0,106.0,216.0,4.0,110.0,106.0,224.18279,10.9007015,117.54651,106.6318
96.0,96.0,183.5,8.5,96.0,87.5,201.49477,0.8872216,101.189255,100.313095
96.5,96.5,200.5,7.5,104.0,96.5,213.81194,1.3882668,107.604904,106.20711
78.0,78.0,193.0,37.0,115.0,78.0,229.74484,22.431168,126.092316,103.65341
97.0,97.0,204.0,10.0,107.0,97.0,204.83812,4.0008316,104.41855,100.42328
89.0,89.0,162.0,16.0,89.0,73.0,223.34938,0.7885754,112.0724,111.274216
124.0,124.0,220.0,28.0,124.0,96.0,212.7272,18.585396,115.65726,97.076195
84.0,84.0,164.0,4.0,84.0,80.0,213.87567,3.9465497,108.912544,104.96223
128.0,128.0,256.0,0.0,128.0,128.0,223.73732,0.4912121,112.11274,111.60359
116.0,116.0,232.0,0.0,116.0,116.0,221.34526,0.5008595,110.924194,110.4058
103.0,103.0,206.0,0.0,103.0,103.0,215.39528,0.32021067,107.84813,107.49692
100.0,100.0,200.0,0.0,100.0,100.0,222.42422,0.33725283,111.37026,110.99791
127.0,127.0,254.0,0.0,127.0,127.0,214.70152,0.56241155,107.63324,107.06922
141.0,141.0,282.0,0.0,141.0,141.0,224.6315,0.16191219,112.376724,112.155655
119.0,119.0,238.0,0.0,119.0,119.0,197.77036,0.32433626,99.03372,98.70823
89.0,89.0,178.0,0.0,89.0,89.0,205.6615,0.35670397,102.99991,102.6322
106.0,106.0,212.0,0.0,106.0,106.0,213.17525,0.3613312,106.7611,106.37715
96.0,96.0,192.0,0.0,96.0,96.0,200.54031,0.36991236,100.445305,100.07451
96.5,96.5,193.0,0.0,96.5,96.5,212.49925,0.5278504,106.517494,105.982574
78.0,78.0,156.0,0.0,78.0,78.0,207.39487,0.4312279,103.90889,103.47166
97.0,97.0,194.0,0.0,97.0,97.0,208.26575,0.256139,104.243645,103.96893
89.0,89.0,178.0,0.0,89.0,89.0,223.64389,0.2204182,111.91597,111.64374
124.0,124.0,248.0,0.0,124.0,124.0,230.75687,0.2069466,115.46183,115.19817
84.0,84.0,168.0,0.0,84.0,84.0,217.49406,0.23860286,108.85148,108.57002
128.0,128.0,216.0,40.0,128.0,88.0,227.89946,3.336549,115.623085,112.27782
116.0,116.0,227.0,5.0,116.0,111.0,217.3755,4.7378063,111.06016,106.31719
103.0,103.0,216.0,10.0,113.0,103.0,224.56871,8.689579,116.63474,107.92969
100.0,100.0,196.5,3.5,100.0,96.5,223.15701,0.68725705,111.92596,111.22985
127.0,127.0,207.0,47.0,127.0,80.0,220.92577,6.6622915,113.798645,107.12962
141.0,141.0,265.0,17.0,141.0,124.0,220.50778,4.3208704,112.42046,108.08499
119.0,119.0,232.0,6.0,119.0,113.0,210.48083,12.553531,111.521774,98.957504
89.0,89.0,212.0,34.0,123.0,89.0,219.19853,13.634741,116.42091,102.77584
106.0,106.0,233.0,21.0,127.0,106.0,225.57198,12.569076,119.07555,106.49135
96.0,96.0,228.0,36.0,132.0,96.0,216.71054,16.20225,116.46203,100.25093
96.5,96.5,210.5,17.5,114.0,96.5,222.35667,9.614201,115.99173,106.35778
78.0,78.0,188.0,32.0,110.0,78.0,211.53618,4.2674065,107.904686,103.63346
97.0,97.0,175.0,19.0,97.0,78.0,210.8268,2.4586651,106.645004,104.18343
89.0,89.0,182.0,4.0,93.0,89.0,215.0172,9.080638,112.05256,102.96638
124.0,124.0,241.0,7.0,124.0,117.0,226.22647,5.152669,115.69354,110.532364
84.0,84.0,187.0,19.0,103.0,84.0,220.42609,2.4325058,111.43335,108.9913
128.0,128.0,235.0,21.0,128.0,107.0,223.04904,0.7009938,111.87713,111.170105
116.0,116.0,214.0,18.0,116.0,98.0,216.14108,5.292243,110.7219,105.41832
103.0,103.0,205.0,1.0,103.0,102.0,220.82893,4.7812157,112.81031,108.01576
100.0,100.0,211.0,11.0,111.0,100.0,217.36165,5.554364,111.460045,105.90334
127.0,127.0,239.0,15.0,127.0,112.0,221.32712,6.6417007,113.98903,107.33925
141.0,141.0,266.0,16.0,141.0,125.0,214.81741,10.575497,112.7003,102.11694
119.0,119.0,207.0,31.0,119.0,88.0,209.81956,11.974666,110.9018,98.91786
89.0,89.0,202.0,24.0,113.0,89.0,222.61443,16.962015,119.79343,102.816246
106.0,106.0,206.0,6.0,106.0,100.0,233.52742,20.243248,126.88875,106.63641
96.0,96.0,208.0,16.0,112.0,96.0,210.31404,10.005725,110.16503,100.153946
96.5,96.5,205.5,12.5,109.0,96.5,213.62604,1.4430325,107.53996,106.08598
78.0,78.0,195.0,39.0,117.0,78.0,225.59143,18.44006,122.02104,103.568726
97.0,97.0,175.0,19.0,97.0,78.0,197.12152,12.732772,104.926735,92.202255
89.0,89.0,196.0,18.0,107.0,89.0,216.49542,7.5019627,112.00271,104.49365
124.0,124.0,227.0,21.0,124.0,103.0,227.97726,2.5591023,115.27173,112.704735
84.0,84.0,199.0,31.0,115.0,84.0,209.94926,8.100413,109.02503,100.925766
128.0,128.0,257.0,1.0,129.0,128.0,219.25978,4.986004,112.12462,107.135124
116.0,116.0,210.0,22.0,116.0,94.0,207.85872,14.144858,111.00302,96.85932
103.0,103.0,204.0,2.0,103.0,101.0,219.0694,3.8165963,111.44823,107.61975
100.0,100.0,205.0,5.0,105.0,100.0,232.78207,11.007171,121.89977,110.88069
127.0,127.0,252.0,2.0,127.0,125.0,225.6434,11.098155,118.37544,107.26831
141.0,141.0,261.0,21.0,141.0,120.0,228.51,2.7922661,115.655876,112.85063
119.0,119.0,216.0,22.0,119.0,97.0,213.47282,15.408859,114.446724,99.023636
89.0,89.0,186.0,8.0,97.0,89.0,207.2513,1.0659649,104.15816,103.09531
106.0,106.0,193.0,19.0,106.0,87.0,220.87093,7.6414633,114.26155,106.606186
96.0,96.0,183.0,9.0,96.0,87.0,213.62733,13.197152,113.41745,100.214294
96.5,96.5,206.5,13.5,110.0,96.5,220.72292,8.02488,114.380424,106.33595
78.0,78.0,190.0,34.0,112.0,78.0,217.0124,9.612317,113.31745,103.694626
97.0,97.0,196.0,2.0,99.0,97.0,215.67407,7.467721,111.57558,104.09795
